key_1,AC No,PS No,Point,Longitude,Latitide,key
14_23 ,14,23,23 - Shachindralal Vidyaniketan High School( Dakshinangsha),91.24341138,23.80385366,14_23 
14_24 ,14,24,24 - Charipara H.S.School(Dakshinangsha),91.25250492,23.79993166,14_24 
14_25 ,14,25,25 - Belabar Panchayet Office (Uttarangsha),91.24613877,23.80669161,14_25 
14_26 ,14,26,26 - Belabar Panchayet Office (Dakshinangsha),91.24622321,23.80664189,14_26 
14_27 ,14,27,27 - Co-operative Training Centre,91.24732274,23.81443478,14_27 
14_28 ,14,28,28 - Shachindralal Vidyaniketan High School (Purbangsha),91.24320851,23.80371459,14_28 
14_29 ,14,29,29 - Belabar H.S.School (Uttarangsha),91.24563691,23.81365592,14_29 
14_3 ,14,3,3 - Ananda Vidyaniketan H.S School(W/W),91.25261155,23.81615974,14_3 
14_30 ,14,30,30 - Agartala Municipal Corporation Ward Office No.-37 (S.D. Mission),91.25310746,23.81160388,14_30 
14_31 ,14,31,31 - Belabar Dwadash Shreni Vidyalaya(East Madhyaangsha),91.24589055,23.81368339,14_31 
14_33 ,14,33,33 - Belabar Dwadash Shreni Vidyalaya(Dakshin Purbangsha),91.24617106,23.81373778,14_33 
14_34 ,14,34,34 - Ananda Bidyaniketan Girls High School (Dakshinangsha),91.25192374,23.81581115,14_34 
14_35 ,14,35,35 - Shabalamban Training Institute(Gajaria),91.24680224,23.81403398,14_35 
14_36 ,14,36,36 - Panchayet Raj Traning Institute (Purbangsha),91.248063,23.8143624,14_36 
14_37 ,14,37,37 - Panchayet Raj Traning Institute (Pashchimangsha),91.24819479,23.81444784,14_37 
14_38 ,14,38,38 - Panchayet Raj Traning Institute(Dakshinangsha),91.24823551,23.81480044,14_38 
14_39 ,14,39,39 - Beltali P.W.D. Store(Uttarangsha),91.26126128,23.80816,14_39 
14_4 ,14,4,4 - Ananda Bidyaniketan H.S. School(S/E/W),91.251895,23.81538,14_4 
14_40 ,14,40,40 - Beltali P.W.D. Store(Dakshinangsha),91.26111467,23.80809763,14_40 
14_41 ,14,41,41 - Beltali P.W.D. Store(Purbangsh),91.26103423,23.80805738,14_41 
14_42 ,14,42,42 - Beltali P.W.D. Store (W/W),91.2642648,23.80851252,14_42 
14_43 ,14,43,43 - Agartala Municipal South Zonal Office (Drop Gate)(E/W),91.272666,23.811088,14_43 
14_44 ,14,44,44 - AMC South Zonal Office (Drop Gate)(W/W),91.27247,23.8712369,14_44 
14_45 ,14,45,45 - Badharghat Dwadash Shreni Vidyalaya (Pashchim Dakshinangsha),91.27421629,23.79694777,14_45 
14_46 ,14,46,46 - Badharghat Dwadash Shreni Vidyalaya(Dakshin Madhyangsha),91.27430198,23.79674346,14_46 
14_47 ,14,47,47 - Badharghat Dwadash Shreni Vidyalaya (Dakshinangsha),91.27435881,23.79660419,14_47 
14_48 ,14,48,48 - 48 No Ward Agartala Puraparishad Office(Uttarangsha),91.27549423,23.78614264,14_48 
14_49 ,14,49,49 - Baishnabtila S.B. School (Uttarangsha),91.270185,23.78311866,14_49 
14_5 ,14,5,5 - Agartala Municipal Corporation Ward Office No.-36(S/W),91.2519285,23.81749943,14_5 
14_50 ,14,50,50 - Baishnabtila S.B. School (Dakshinangsha),91.2704916,23.7831671,14_50 
14_51 ,14,51,51 - 48 No Ward Agartala Puraparishad Office(Dakshinangsha),91.27540094,23.78616516,14_51 
14_52 ,14,52,52 - Jutemil Anganwadi Centre,91.26742031,23.78367132,14_52 
14_53 ,14,53,53 - Baishnabtila S.B. School (Purbangsha),91.2700799,23.783435,14_53 
14_54 ,14,54,54 - Netaji Palli High School(N/W),91.27892746,23.80559279,14_54 
14_55 ,14,55,55 - Kabirajtila High  School (Uttarangsha),91.27908017,23.8055698,14_55 
14_56 ,14,56,56 - Kabirajtila High  School (Dakshinangsha),91.27894384,23.80538935,14_56 
14_57 ,14,57,57 - Ramthakur College(Madhyaangsh),91.2742822,23.8048573,14_57 
14_58 ,14,58,58 - Ramthakur College( North Madhyangsha),91.27328789,23.80525689,14_58 
14_59 ,14,59,59 - Netaji Palli High School(S/W),91.27889138,23.80535067,14_59 
14_6 ,14,6,6 - Ananda Bidyaniketan H.S. School(E/W),91.25200954,23.8151284,14_6 
14_60 ,14,60,60 - Ramthakur College (Pashchimangsha),91.27429327,23.8053529,14_60 
14_61 ,14,61,61 - 45 No Ward Agartala Puraparishad Office,91.27871135,23.80113554,14_61 
14_62 ,14,62,62 - Madhyapara 2No Anganwadi Kendra,91.2589,23.79011,14_62 
14_63 ,14,63,63 - Hapaniya High School (Primary) (Pashchimangsha); Hapania Bazar,91.2640534,23.78778618,14_63 
14_64 ,14,64,64 - 1 No Daspara Anganwadi Kendra,91.25631135,23.78962673,14_64 
14_65 ,14,65,65 - Netaji Nagar J.B. School,91.26410975,23.78764983,14_65 
14_66 ,14,66,66 - 3No Rajashya Colony Anganwadi Kendra,91.25978206,23.78589328,14_66 
14_67 ,14,67,67 - Indira Colony A.W.C.,91.26421436,23.78729812,14_67 
14_68 ,14,68,68 - Panchanmukh J.B. School (E/W),91.263182,23.796535,14_68 
14_69 ,14,69,69 - Dakshin Badharghat Panchamukh Shantanagar Anganwadi Kendra,91.26338,23.796531,14_69 
14_7 ,14,7,7 - Agartala Municipal Corporation Ward Office No.-37 (Bhattapukur Balurchar),91.26336764,23.82795218,14_7 
14_70 ,14,70,70 - Panchamukh J.B. School(Paschimangsha),91.263182,23.79653548,14_70 
14_71 ,14,71,71 - Chaurangi Para S. B.School(Pashchimangsha),91.25757477,23.80555774,14_71 
14_8 ,14,8,8 - Bhattapukur Anganwadi Kendra,91.26145058,23.82618412,14_8 
14_9 ,14,9,9 - Kalitila J.B. School(Uttarangsha),91.25869038,23.8229262,14_9 
15_1 ,15,1,1 - Debipur H.S.  School(West Wing),91.17863029,23.73781586,15_1 
15_10 ,15,10,10 - Pathariyadwar High School,91.21099831,23.74115257,15_10 
15_11 ,15,11,11 - Madhupur Tehsil Office,91.21778314,23.72111636,15_11 
15_12 ,15,12,12 - Khamarahati J.B.School,91.22180005,23.73584914,15_12 
15_13 ,15,13,13 - Agri Sector Office; Madhupur,91.21845871,23.72158309,15_13 
15_14 ,15,14,14 - Madhupur H.S.School; (New building) (Middle wing),91.22085909,23.71844199,15_14 
15_15 ,15,15,15 - Madhupur H.S.School; (New building)(North West wing),91.22128973,23.71814176,15_15 
15_17 ,15,17,17 - Uttar Kaiyadepa High School(North West Wing),91.20610101,23.69428018,15_17 
15_18 ,15,18,18 - Uttar Kaiyadepa High School (South West wing),91.20617193,23.69423046,15_18 
15_19 ,15,19,19 - Dakshin Kaiyadepa High.School,91.2069907,23.67168721,15_19 
15_2 ,15,2,2 - Debipur H. S.  School(East wing),91.17877474,23.73782078,15_2 
15_21 ,15,21,21 - Rayermura S.B.School(North west wing),91.23103577,23.75659288,15_21 
15_22 ,15,22,22 - Rayernura S.B.School(North East Wing),91.23103577,23.75659288,15_22 
15_23 ,15,23,23 - Matinagar High School(South Wing),91.23086907,23.7450883,15_23 
15_24 ,15,24,24 - Matinagar High School(West Wing),91.23109692,23.7454111,15_24 
15_25 ,15,25,25 - Pandabpur High  School(North West wing),91.25180801,23.73466294,15_25 
15_26 ,15,26,26 - Pandabpur High School(South west wing),91.25202547,23.73468401,15_26 
15_27 ,15,27,27 - Paschim Gakulnagar High School,91.24324503,23.71589763,15_27 
15_28 ,15,28,28 - N.C.Nagar GP Office,91.24320943,23.71584775,15_28 
15_29 ,15,29,29 - N.C.Nagar Janpriya High School(North Wing),91.24461272,23.71358838,15_29 
15_3 ,15,3,3 - Debipur Gram Panchayet Office,91.18853768,23.73479455,15_3 
15_30 ,15,30,30 - N.C.Nagar Janpriya High School(East wing),91.24508223,23.71385819,15_30 
15_31 ,15,31,31 - N.C.Nagar Community Hall,91.24464406,23.71379325,15_31 
15_32 ,15,32,32 - Bikramnagar Gram Panchayet Office(South East wing),91.26652443,23.72870257,15_32 
15_33 ,15,33,33 - Sekerkote H.S.School; (New Building); (North west wing),91.26828852,23.73500691,15_33 
15_34 ,15,34,34 - Bikramanagar T K Office,91.26868329,23.73906606,15_34 
15_35 ,15,35,35 - Cha Bagan Paschim Para Anganwadi Center,91.26866579,23.73492021,15_35 
15_36 ,15,36,36 - Buhuiyar  Anganwadi Center,91.2625434,23.71920476,15_36 
15_37 ,15,37,37 - Sub-Divisional Youth Affairs and Sports Office,91.26314134,23.71090157,15_37 
15_38 ,15,38,38 - Purba Gakulnagar H.S.School(Middle wing),91.26259611,23.719069,15_38 
15_39 ,15,39,39 - Office of the Superintendent of Fisheries,91.26339864,23.71081533,15_39 
15_4 ,15,4,4 - Konaban Colony S.B.School(South East Wing),91.1702347,23.69409289,15_4 
15_40 ,15,40,40 - Purba Gakulnagar H .S. School (North wing),91.26218061,23.71900187,15_40 
15_41 ,15,41,41 - Purba Gakulnagar Gram Panchayet Office(West wing),91.26839219,23.70096428,15_41 
15_42 ,15,42,42 - Chankhala S.B.School,91.28444639,23.74053827,15_42 
15_43 ,15,43,43 - Sekerkote H.S.School ; (New building; South west wing),91.26844973,23.73492547,15_43 
15_44 ,15,44,44 - Champamura H.S School(East wing),91.28521403,23.72568287,15_44 
15_45 ,15,45,45 - Bikramnagar Gram Panchayet Office(North West wing),91.26673114,23.72894405,15_45 
15_46 ,15,46,46 - Purnagram J.B.School,91.27760833,23.72914748,15_46 
15_47 ,15,47,47 - Purba Gakulanagar Gram Panchayet Office(East wing),91.26834887,23.70097988,15_47 
15_48 ,15,48,48 - Pukuriamura J.B.School,91.27213134,23.70697619,15_48 
15_49 ,15,49,49 - Champamura HS School(West Middle wing),91.28516855,23.72586175,15_49 
15_5 ,15,5,5 - Konaban Colony S.B.School(South West Wing),91.17022532,23.69407953,15_5 
15_50 ,15,50,50 - Dakshin Champamura Anganwadi Centre,91.3011322,23.72434458,15_50 
15_6 ,15,6,6 - Purba Konaban J.B. School,91.17200522,23.69499138,15_6 
15_7 ,15,7,7 - Konaban West Class XII School,91.18457384,23.69930034,15_7 
15_8 ,15,8,8 - Debipur Anganwadi Centre(Border Project Area),91.18846733,23.73430518,15_8 
16_1 ,16,1,1 - Purathalrajnagar S.B.School(North wing),91.22412797,23.67825382,16_1 
16_11 ,16,11,11 - Chelikhala S.B. School (West wing),91.22622568,23.6436766,16_11 
16_12 ,16,12,12 - Chelikhala S.B. School (South wing),91.22634994,23.64381181,16_12 
16_13 ,16,13,13 - Shibanagar J.B. School,91.24051151,23.65005781,16_13 
16_14 ,16,14,14 - Madhumala S.B. School,91.25212852,23.65568515,16_14 
16_15 ,16,15,15 - Ratannagar S.B. School(South west wing),91.25173528,23.67546697,16_15 
16_16 ,16,16,16 - Ratannagar S.B. School(South East wing),91.25172787,23.67544981,16_16 
16_17 ,16,17,17 - Mudabadi High School(West wing),91.2861719,23.6638907,16_17 
16_18 ,16,18,18 - Karaimura H.S. School (North East wing),91.26261211,23.66816856,16_18 
16_19 ,16,19,19 - Prabhurampur J.B.School,91.25979017,23.67904713,16_19 
16_2 ,16,2,2 - Purathalrajnagar Gram Panchayet Office,91.23258285,23.68069188,16_2 
16_20 ,16,20,20 - Karaimura H.S  School (Middle wing),91.26276053,23.66823546,16_20 
16_21 ,16,21,21 - Raghunthapur Gaon Panchayet Office(old),91.2923685,23.6612869,16_21 
16_22 ,16,22,22 - Noapara S.B. School,91.27114793,23.66408629,16_22 
16_23 ,16,23,23 - Nabinagar Islamiya Madrasa,91.2923685,23.6612869,16_23 
16_24 ,16,24,24 - Nabinagar Anganwadi Kendra,91.2861719,23.6638907,16_24 
16_25 ,16,25,25 - Khudiram High School,91.2923685,23.6612869,16_25 
16_26 ,16,26,26 - Kadamtali Anganwadi Kendra,91.2923685,23.6612896,16_26 
16_27 ,16,27,27 - Bishalgarh H.S. School (West wing),91.28889,23.6672589,16_27 
16_28 ,16,28,28 - Bishalgarh H.S School (South wing),91.28865234,23.66654357,16_28 
16_29 ,16,29,29 - Bishalgarh Town Girls High School (North East Wing),91.28129877,23.6730898,16_29 
16_3 ,16,3,3 - Purathalrajnagar S.B.School(South wing),91.2242099,23.67812625,16_3 
16_30 ,16,30,30 - Bishalgarh Town Girls High School(West Wing),91.28100975,23.67285504,16_30 
16_31 ,16,31,31 - Pashchim Laxmibil J.B. School (Old),91.27786763,23.68037453,16_31 
16_32 ,16,32,32 - New Pashchim Laxmiibil J.B School,91.27304258,23.68491005,16_32 
16_33 ,16,33,33 - Murabari High School(North wing),91.2861719,23.6638907,16_33 
16_34 ,16,34,34 - Mudabari High School(South wing),91.2861719,23.6638907,16_34 
16_35 ,16,35,35 - Office of the Assitant Engineer M.I. And W. R,91.2699346,23.7081609,16_35 
16_36 ,16,36,36 - Shital Tilla J.B. School,91.275486,23.6959056,16_36 
16_38 ,16,38,38 - Office Tilla H.S School(Middle wing),91.27796617,23.68623183,16_38 
16_39 ,16,39,39 - Namapara Anganwadi Kendra,91.28244617,23.68935564,16_39 
16_4 ,16,4,4 - Arabindanagar Gram Panchayet Office,91.22565452,23.66720652,16_4 
16_40 ,16,40,40 - Office Tilla H.S  School(south wing),91.277949,23.68604332,16_40 
16_41 ,16,41,41 - Office Tilla H.S School (West wing),91.27804957,23.6862659,16_41 
16_42 ,16,42,42 - Bishalgarh Dak Bunglow Anganwadi kendra,91.2810139,23.67713528,16_42 
16_43 ,16,43,43 - Nari Mangal High School (West Wing),91.28187277,23.68030724,16_43 
16_44 ,16,44,44 - Nari Mangal High School (E/W),91.28183618,23.67995606,16_44 
16_45 ,16,45,45 - Sarkar Tila S.B.School(W/W),91.28829788,23.688296,16_45 
16_46 ,16,46,46 - Sarkar Tila S.B.School(N/W),91.28831255,23.688854,16_46 
16_47 ,16,47,47 - Purba Laxmibil H.S School (N/W),91.29950999,23.69348504,16_47 
16_48 ,16,48,48 - Purba Laxmibil H.S School (W/W),91.29922947,23.69315527,16_48 
16_49 ,16,49,49 - Uttar Raouthkhala J.B.School,91.29033469,23.68416774,16_49 
16_5 ,16,5,5 - Ghaniyamara Anganwadi Centre,91.24414483,23.67934412,16_5 
16_50 ,16,50,50 - Bishalgarh Town Girls High School(West North wing),91.28128521,23.67305323,16_50 
16_51 ,16,51,51 - Naraura Anganwadi  Kendra,91.29319811,23.67424931,16_51 
16_53 ,16,53,53 - Naraura Madrasa,91.2942177,23.6765029,16_53 
16_54 ,16,54,54 - Bishalgarh H.S. School (E/W),91.2889444,23.66714785,16_54 
16_56 ,16,56,56 - 2No Chandranagar S.B. School,91.3007207,23.68448927,16_56 
16_57 ,16,57,57 - Chandra Nagar High School,91.29724325,23.679331,16_57 
16_58 ,16,58,58 - Chandranagar Anganwadi Center (Near Dayamay Ashram),91.3018082,23.67275891,16_58 
16_59 ,16,59,59 - Chandranagar GP Office(old),91.3070159,23.68770165,16_59 
16_6 ,16,6,6 - Ghaniyamara H.S.School,91.24001035,23.6680825,16_6 
16_60 ,16,60,60 - Dhwajanagar Anganwadi Center,91.3122574,23.68234273,16_60 
16_7 ,16,7,7 - Hasan Hosen Para Anganwadi Kendra,91.24396014,23.66229043,16_7 
16_8 ,16,8,8 - Durganagar Bhadravati High School,91.2411982,23.65518184,16_8 
16_9 ,16,9,9 - Gajaria Gram Panchayet Office,91.22933451,23.65479221,16_9 
17_1 ,17,1,1 - Brajala S.B.School,91.36211,23.7779725,17_1 
17_10 ,17,10,10 - Laxmiichara Ramkrishna H.S. School(East-Pashchimangsha),91.3144996,23.7305716,17_10 
17_11 ,17,11,11 - Laxmichara Ramkrishna H.S. School(Purbangsha),91.3147692,23.730492,17_11 
17_12 ,17,12,12 - Shrinagar Gabarddi H.S.School(Dakshinangsha),91.3732361,23.729951,17_12 
17_13 ,17,13,13 - Shrinagar Gabarddi H.S.School (Uttarangsha),91.3731076,23.7295453,17_13 
17_14 ,17,14,14 - Telarban High School (Purbangsha),91.3414426,23.7294105,17_14 
17_15 ,17,15,15 - Telarban High.School(North Madhyangsha),91.3407649,23.7233111,17_15 
17_16 ,17,16,16 - Prabhapur S.B.School(Pashchim Uttarangsha),91.3236741,23.7410725,17_16 
17_17 ,17,17,17 - Prabhapur S.B.School(Pashchim Dakshinangsha),91.3234815,23.7412547,17_17 
17_18 ,17,18,18 - Kalkaliya Colony S. B. School,91.3159912,23.7010103,17_18 
17_19 ,17,19,19 - Kalkalia High School(West/South/Wing),91.3259136,23.7013186,17_19 
17_2 ,17,2,2 - Dukhia Kobra Para S.B. School,91.378463,23.7704702,17_2 
17_20 ,17,20,20 - Kalkalia High School(East/South/Wing),91.3258177,23.7012662,17_20 
17_21 ,17,21,21 - Baidyar Dhighi H.S. School(S/W),91.3132272,23.6873533,17_21 
17_23 ,17,23,23 - Kasba J.B.School,91.3283133,23.683138,17_23 
17_24 ,17,24,24 - Gopinagar Samaj Shiksha Kendra,91.3260617,23.6913237,17_24 
17_25 ,17,25,25 - Ujan Larma S.B. School(Purbangsha),91.3647837,23.7015658,17_25 
17_26 ,17,26,26 - Ujan Larma S.B. School(Pashchimangsha),91.3648845,23.7015809,17_26 
17_27 ,17,27,27 - Shyamnagar S.B. School,91.322567,23.765951,17_27 
17_28 ,17,28,28 - Pekuwar Jala H.S School(Uttarangsha),91.3504312,23.6902643,17_28 
17_29 ,17,29,29 - Pekuwar Jala H.S School(Purbangsha),91.3503111,23.6901527,17_29 
17_3 ,17,3,3 - Musrai Para High School (North Wing),91.3477366,23.7708955,17_3 
17_30 ,17,30,30 - Dakshin Golaghati S.B.School,91.3451946,23.6711384,17_30 
17_31 ,17,31,31 - Golaghati High School(Dakshinangsha),91.3564097,23.6772668,17_31 
17_32 ,17,32,32 - Golaghati High School(Pashchimangsha),91.3565249,23.6775107,17_32 
17_33 ,17,33,33 - Ujan Golaghati High School(Uttar Pashchimangsha),91.3724888,23.6810138,17_33 
17_34 ,17,34,34 - Ujan Golaghati High School( Middle Wing),91.3725662,23.6810831,17_34 
17_35 ,17,35,35 - Ujan Golaghati High School(North Purbangsha),91.3727358,23.6810025,17_35 
17_36 ,17,36,36 - Sipaijala H.S.School(Purbangsha),91.3377373,23.6857121,17_36 
17_37 ,17,37,37 - Sipaijala H.S.School(Dakshinangsha),91.337732,23.6854844,17_37 
17_38 ,17,38,38 - Hirapur S.B. School,91.3873514,23.6434004,17_38 
17_39 ,17,39,39 - Latiyachara High School(Uttarapurbangsha),91.3475204,23.6477778,17_39 
17_4 ,17,4,4 - Musrai Para High School (South Wing),91.3468118,23.77075778,17_4 
17_40 ,17,40,40 - Latiyachara High School(Dakshin-Purbangsha),91.3476078,23.6478668,17_40 
17_41 ,17,41,41 - Mangaljit Para S.B. School(Pashchimangsha),91.3396838,23.6398333,17_41 
17_42 ,17,42,42 - Mangaljit Para S.B. School(Purbangsha),91.3398807,23.6398113,17_42 
17_43 ,17,43,43 - Barjala Purba Para J.B. School,91.3344615,23.632726,17_43 
17_44 ,17,44,44 - Barjala Panchayat Office,91.3343708,23.6329157,17_44 
17_45 ,17,45,45 - Ujjala Service Co-operative,91.3396838,23.6498333,17_45 
17_46 ,17,46,46 - Pramodenagar H.S School(W/W),91.372567,23.765951,17_46 
17_48 ,17,48,48 - Jagaibari S.B. School,91.33968,23.7659,17_48 
17_49 ,17,49,49 - No. 2 Pathaliaghat S.B. School,91.34752,23.647777,17_49 
17_5 ,17,5,5 - Srinagar Kabi Sukanta High School(South Wing),91.3226662,23.7661265,17_5 
17_50 ,17,50,50 - Woareng Bari S.B. School,91.356409,23.68101,17_50 
17_51 ,17,51,51 - Pathaliyaghat High School(Purbangsha),91.3398807,23.63983,17_51 
17_52 ,17,52,52 - Pathaliyaghat High School(Pashchimangsha),91.3398807,23.63983,17_52 
17_6 ,17,6,6 - Shrinagar Kabi Sukanta High School(Pashchimangsha),91.395519,23.704924,17_6 
17_7 ,17,7,7 - Shrinagar Gram Panchayet Office,91.3225825,23.765949,17_7 
17_8 ,17,8,8 - Kanchanmala S.B. School(North-Purbangsha),91.323086,23.739766,17_8 
17_9 ,17,9,9 - Kanchanmala S.B. School(North-Pashchimangsha),91.3023288,23.7399581,17_9 
18_1 ,18,1,1 - Dukli Rishipara Anganwadi Kendra,91.28398738,23.80001237,18_1 
18_10 ,18,10,10 - Vivekananda (M) High School (E/W),91.30570265,23.80794891,18_10 
18_11 ,18,11,11 - Uriyapara J.B. School,91.30425403,23.78372774,18_11 
18_12 ,18,12,12 - Das Para S.B.School (Uttarangsha),91.29139802,23.78638656,18_12 
18_13 ,18,13,13 - Das Para S.B.School(Dakshinangsha),91.29141371,23.78633558,18_13 
18_14 ,18,14,14 - Sammilita High School,91.30427243,23.78363683,18_14 
18_15 ,18,15,15 - Vivekananda (M) High School (W/W),91.30577251,23.80790024,18_15 
18_16 ,18,16,16 - Sahid Kabi Brajalal Smriti Cultural Bhavan (Molaynagar),91.30411465,23.79894888,18_16 
18_17 ,18,17,17 - Sanmilita High.School (Pashchimangsha),91.30431868,23.78385909,18_17 
18_18 ,18,18,18 - Malaynagar Gram Panchayet Office(Purbangsha),91.3043114,23.78385934,18_18 
18_19 ,18,19,19 - Malaynagar Gram Panchayet Office(Uttarangsha),91.30431126,23.78385912,18_19 
18_2 ,18,2,2 - Madhuban Dukli H.S.School (Purba Madhyangsha),91.28341002,23.79592931,18_2 
18_20 ,18,20,20 - Shyamaprasad Vidyaniketan High School(Purbangsha),91.31067488,23.79104104,18_20 
18_21 ,18,21,21 - Shyamaprasad Vidyaniketan High School(Purba Madhyaangsha),91.31071065,23.79107239,18_21 
18_22 ,18,22,22 - Nripen Chakraborty English Medium School (N/W/W),91.31995923,23.78555094,18_22 
18_23 ,18,23,23 - Nripen Chakraborty English Medium School (S/W/W),91.32006784,23.78569339,18_23 
18_24 ,18,24,24 - 99 Tilla Anganwadi Centre,91.3285281,23.80366216,18_24 
18_25 ,18,25,25 - Malaynagar J.B. School,91.32854127,23.80356048,18_25 
18_26 ,18,26,26 - Aanandanagar H.S. School (Uttarangsha),91.32020954,23.78566392,18_26 
18_27 ,18,27,27 - Dashrath Deb Adarsha High School,91.32864336,23.80367116,18_27 
18_28 ,18,28,28 - Aanandanagar H.S.School (Dakshinangsha),91.3204581,23.78555489,18_28 
18_29 ,18,29,29 - Aanandanagar H.S.School (Purbangsha),91.32034133,23.78556878,18_29 
18_3 ,18,3,3 - Madhuban Dukli H.S.School (W/W),91.28348028,23.79568016,18_3 
18_30 ,18,30,30 - Madhabpur High School(Purbangsha),91.26477996,23.76669168,18_30 
18_31 ,18,31,31 - Madhabpur High School(Pashchimangsha),91.26478987,23.76669157,18_31 
18_32 ,18,32,32 - Radhakishore Ganj High School(Pashchimangsha),91.2640921,23.76116678,18_32 
18_33 ,18,33,33 - Hapania H.S. School,91.26715361,23.75949689,18_33 
18_34 ,18,34,34 - Ishanchandra Nagar Pargana H.S. School,91.26712608,23.7594211,18_34 
18_35 ,18,35,35 - Womens Polytechnical College(Uttar-Pashchimangsha),91.2659328,23.7648912,18_35 
18_36 ,18,36,36 - Womens Polytechnical College(Dakshin Purbangsha),91.26440771,23.7877214,18_36 
18_37 ,18,37,37 - Ballabhpur J.B.School(Pashchimangsha),91.26695982,23.76418449,18_37 
18_38 ,18,38,38 - Women's Polytechnical College(Purbangsha),91.26443141,23.78772187,18_38 
18_39 ,18,39,39 - Suryamaninagar H.S. School(Purbangsha),91.26754531,23.75330753,18_39 
18_4 ,18,4,4 - Madhuban Dukli H.S.School (Uttarangsha),91.28360333,23.79529128,18_4 
18_40 ,18,40,40 - West Durgapur J.B. School,91.25585475,23.7507683,18_40 
18_41 ,18,41,41 - Durgapur High School(Pashchimangsha),91.25595504,23.75076277,18_41 
18_42 ,18,42,42 - Hatileta S.B.School(Pashchimangsha),91.2709442,23.74557436,18_42 
18_43 ,18,43,43 - Amtali H.S.School(Dakshin Purbangsha),91.26349837,23.77167727,18_43 
18_44 ,18,44,44 - Ballabhapur J.B.School (Purbangsha),91.26748248,23.75193316,18_44 
18_45 ,18,45,45 - Shaheed Kshudiram High School(Uttarangsha),91.26900036,23.77788374,18_45 
18_46 ,18,46,46 - Shaheed Kshudiram High School(Dakshinangsha),91.26903389,23.77787771,18_46 
18_47 ,18,47,47 - Amtali H.S.School(Madhyangsha),91.26346795,23.77177132,18_47 
